,state,25%,50%,75%,count,max,mean,min,std,pmt_var,var,method,year,filetype
0,RI,190.3659220487896,199.17749322366575,201.198710159828,4.0,207.2623609683148,192.38713898495183,163.93120852416112,19.349677248110382,PER_DIEM_wage_adj,374.41000960604055,estimated_allowed_amount_B,2013,max
0,SC,,,,,,,,,,,no_valid_method,2013,max
0,SD,109.47,125.04,142.06,41195.0,1365.5,131.84251511105717,88.1,65.747877408983,PER_DIEM,4322.7833837866565,estimated_allowed_amount_C,2013,max
0,SD,131.51157065484983,149.47070408665684,171.13490891186606,39133.0,1680.822255046775,159.01673200411815,89.68746818690828,79.36742664772777,PER_DIEM_wage_adj,6299.188412682447,estimated_allowed_amount_C,2013,max
0,TN,,,,0.0,,,,,PER_DIEM,,estimated_allowed_amount_B,2013,max
0,TN,,,,0.0,,,,,PER_DIEM_wage_adj,,estimated_allowed_amount_B,2013,max
0,TX,79.13,102.0,128.67,2400982.0,779.0,104.7492607691353,7.74,36.22589103157041,PER_DIEM,1312.3151810312136,estimated_allowed_amount_B,2013,max
0,TX,86.17447981950365,113.83984867591425,145.5443463640185,2351906.0,799.3022778575826,117.61935833975741,7.274436090225564,41.644755488992715,PER_DIEM_wage_adj,1734.2856597379891,estimated_allowed_amount_B,2013,max
0,UT,160.8,170.42,182.11,40160.0,857.67,192.25840388446218,24.01,89.69707797272389,PER_DIEM,8045.565796844909,estimated_allowed_amount_C,2013,max
0,UT,181.8827508455468,192.70776305704587,213.7153593236261,46883.0,1131.0431227746274,231.7927179111103,26.586203078285905,129.1647889117069,PER_DIEM_wage_adj,16683.5426946058,estimated_allowed_amount_C,2013,max
0,VA,150.65,159.26,171.35,240973.0,1770.67,170.4714471330813,33.23,54.67104291693823,PER_DIEM,2988.9229336257013,estimated_allowed_amount_C,2013,max
0,VA,166.0568533633549,178.94222415291054,196.777950310559,240245.0,882.7539969056214,190.39241616108905,31.1755324139225,58.65613401938041,PER_DIEM_wage_adj,3440.5420580995155,estimated_allowed_amount_C,2013,max
0,VT,192.39,207.61,233.62,21925.0,693.0,217.8510558722919,44.71,57.794758635589496,PER_DIEM,3340.2341257460466,estimated_allowed_amount_C,2013,max
0,VT,192.87660668380462,206.13881748071978,233.67010103030907,21062.0,712.5964010282776,218.82656639186453,44.72341702510753,60.39502681636984,PER_DIEM_wage_adj,3647.559264150032,estimated_allowed_amount_C,2013,max
0,WA,171.81,183.0,194.0,126244.0,650.0,189.7956843889611,34.16,43.9460735642534,PER_DIEM,1931.2573817147716,estimated_allowed_amount_C,2013,max
0,WA,153.5569105691057,165.210143020093,177.5663892191835,119519.0,567.7675316319966,171.28427659625964,29.02047404638518,39.849759868296246,PER_DIEM_wage_adj,1588.0033615608743,estimated_allowed_amount_C,2013,max
0,WI,149.32,157.57,169.2,167158.0,2272.0,172.545507543761,65.45,79.62095082945946,PER_DIEM,6339.495810987201,estimated_allowed_amount_C,2013,max
0,WI,154.9390796495821,165.4755648975302,176.9962809013345,157150.0,2090.5265429434617,179.45125397427898,57.73641496118561,80.89270059106353,PER_DIEM_wage_adj,6543.629008915449,estimated_allowed_amount_C,2013,max
0,WV,199.58,214.75,287.87,82239.0,2489.0,267.5613607898929,155.56,179.946681188183,PER_DIEM,32380.80807064157,estimated_allowed_amount_C,2013,max
