state,year,pmt_var,method,claim_count,25%,50%,75%,max,mean,min,std,var
NE,2016,PER_DIEM,allowed_amount,111113,$43 ,$105 ,$154 ,$981 ,$101 ,($27),$72 ,5125.58949
NE,2016,PER_DIEM_wage_adj,allowed_amount,115272,$51 ,$123 ,$179 ,"$1,137 ",$120 ,($32),$88 ,7667.768069
NH,2016,PER_DIEM,allowed_amount,124799,$50 ,$140 ,$159 ,"$1,346 ",$108 ,$11 ,$59 ,3526.045939
NH,2016,PER_DIEM_wage_adj,allowed_amount,140272,$50 ,$136 ,$158 ,"$1,341 ",$107 ,$11 ,$57 ,3261.734398
NJ,2016,PER_DIEM,allowed_amount,242739,$203 ,$213 ,$224 ,"$1,407 ",$286 ,$72 ,$197 ,38766.0477
NJ,2016,PER_DIEM_wage_adj,allowed_amount,213649,$165 ,$184 ,$203 ,"$1,405 ",$212 ,$55 ,$123 ,15096.37541
NM,2016,PER_DIEM,allowed_amount,9097,$266 ,$307 ,$390 ,"$2,091 ",$323 ,$87 ,$92 ,8373.564349
NM,2016,PER_DIEM_wage_adj,allowed_amount,4902,$305 ,$342 ,$452 ,"$2,258 ",$365 ,$93 ,$110 ,12046.8326
NV,2016,PER_DIEM,allowed_amount,69309,$113 ,$119 ,$129 ,$840 ,$165 ,$16 ,$107 ,11535.31073
NV,2016,PER_DIEM_wage_adj,allowed_amount,70697,$97 ,$102 ,$162 ,"$1,074 ",$154 ,$13 ,$107 ,11342.45918
NY,2016,PER_DIEM,allowed_amount,3348008,$215 ,$254 ,$292 ,"$1,710 ",$270 ,$15 ,$99 ,9753.854312
NY,2016,PER_DIEM_wage_adj,allowed_amount,3258736,$192 ,$213 ,$241 ,"$2,012 ",$230 ,$12 ,$81 ,6553.798273
OH,2016,PER_DIEM,allowed_amount,408726,$172 ,$185 ,$204 ,"$1,870 ",$202 ,$29 ,$69 ,4813.832455
OH,2016,PER_DIEM_wage_adj,allowed_amount,407978,$194 ,$211 ,$232 ,"$2,538 ",$231 ,$30 ,$95 ,9076.595572
OK,2016,PER_DIEM,allowed_amount,640852,$141 ,$144 ,$148 ,$896 ,$154 ,$11 ,$46 ,2079.278595
OK,2016,PER_DIEM_wage_adj,allowed_amount,605802,$168 ,$185 ,$190 ,"$1,139 ",$190 ,$14 ,$52 ,2684.400658
OR,2016,PER_DIEM,allowed_amount,63714,$272 ,$281 ,$281 ,"$3,935 ",$361 ,$27 ,$173 ,29846.25808
OR,2016,PER_DIEM_wage_adj,allowed_amount,62193,$228 ,$244 ,$278 ,"$3,196 ",$313 ,$22 ,$149 ,22290.25482
PA,2016,PER_DIEM,allowed_amount,699614,$181 ,$200 ,$222 ,"$1,558 ",$222 ,$97 ,$107 ,11346.28997
PA,2016,PER_DIEM_wage_adj,allowed_amount,701952,$193 ,$214 ,$242 ,"$2,006 ",$238 ,$90 ,$117 ,13618.16554
RI,2016,PER_DIEM,allowed_amount,40523,$192 ,$226 ,$268 ,"$2,240 ",$314 ,$18 ,$252 ,63628.38338
RI,2016,PER_DIEM_wage_adj,allowed_amount,1198,$305 ,$517 ,$609 ,"$2,746 ",$582 ,$16 ,$475 ,226091.2342
SC,2016, -- ,low_claim_count,93, -- , -- , -- , -- , -- , -- , -- , -- 
SD,2016,PER_DIEM,allowed_amount,43327,$93 ,$117 ,$145 ,$816 ,$141 ,$12 ,$94 ,8917.048981
SD,2016,PER_DIEM_wage_adj,allowed_amount,44456,$116 ,$146 ,$184 ,"$1,015 ",$181 ,$15 ,$123 ,15215.47713
TN,2016, -- ,outlier, -- , -- , -- , -- , -- , -- , -- , -- , -- 
TX,2016,PER_DIEM,allowed_amount,417282,$144 ,$162 ,$184 ,"$3,093 ",$223 ,$12 ,$199 ,39712.15054
TX,2016,PER_DIEM_wage_adj,allowed_amount,369779,$157 ,$183 ,$210 ,"$3,572 ",$242 ,$12 ,$215 ,46059.85334
UT,2016,PER_DIEM,allowed_amount,129115,$177 ,$185 ,$194 ,$907 ,$203 ,$25 ,$94 ,8900.652504
UT,2016,PER_DIEM_wage_adj,allowed_amount,176257,$191 ,$199 ,$218 ,"$1,268 ",$246 ,$32 ,$157 ,24783.43722
VA,2016,PER_DIEM,allowed_amount,261887,$155 ,$176 ,$203 ,$979 ,$184 ,$33 ,$47 ,2194.119931
VA,2016,PER_DIEM_wage_adj,allowed_amount,265272,$180 ,$200 ,$226 ,$955 ,$209 ,$31 ,$49 ,2390.848316
VT,2016,PER_DIEM,allowed_amount,31203,$193 ,$221 ,$243 ,$618 ,$221 ,$66 ,$40 ,1587.332904
WA,2016,PER_DIEM,allowed_amount,342998,$192 ,$203 ,$217 ,"$2,816 ",$213 ,$5 ,$71 ,5107.865338
WA,2016,PER_DIEM_wage_adj,allowed_amount,343388,$165 ,$178 ,$188 ,"$2,354 ",$184 ,$4 ,$50 ,2506.409478
WI,2016,PER_DIEM,allowed_amount,39551,$154 ,$163 ,$178 ,"$1,312 ",$242 ,$29 ,$210 ,44093.12308
WI,2016,PER_DIEM_wage_adj,allowed_amount,36860,$161 ,$173 ,$188 ,"$1,353 ",$210 ,$27 ,$138 ,19182.22162
WV,2016,PER_DIEM,allowed_amount,107091,$218 ,$253 ,$375 ,"$4,329 ",$313 ,$18 ,$155 ,24017.85597
WV,2016,PER_DIEM_wage_adj,allowed_amount,103225,$289 ,$338 ,$488 ,"$5,416 ",$409 ,$23 ,$204 ,41781.2024
WY,2016, -- ,outlier, -- , -- , -- , -- , -- , -- , -- , -- , -- 
