,state,year,filetype,pmt_var,method,mean,25%,50%,75%,count,max,min,std,var
360,MI,2015,max,PER_DIEM,estimated_allowed_amount_C,203.67172204961105,172.81,197.68,211.0,158352.0,950.0,61.13,65.30330999751,4264.522296630889
361,MI,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,220.1628566306318,190.29690189328744,211.37496024594503,229.1626447876448,353357.0,1194.0768746061751,58.61013174986083,70.87554399941133,5023.3427372124925
362,MO,2015,max,PER_DIEM,estimated_allowed_amount_C,172.85579969935893,147.6,155.33,162.06,168307.0,2459.0,38.74,68.86633836172167,4742.572559351139
363,MO,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,192.06079266842767,164.5526371983771,171.8557794273595,179.23339739483237,1368362.0,2625.453768951527,41.36237454623105,77.01503503187583,5931.31562096106
364,MS,2015,max,PER_DIEM,estimated_allowed_amount_C,196.95203691232413,179.68,193.45,208.1,109882.0,361.0,31.1,31.16070098957277,970.9892861615616
365,MS,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,246.56621917970884,219.66974900924703,237.98242687131577,267.6787899010121,262632.0,476.8824306472919,40.0721556500451,41.78854097200857,1746.2821565692386
366,MT,2015,max,,file_unavailable,,,,,,,,,
367,NC,2015,max,,no_valid_method,,,,,,,,,
368,ND,2015,max,,no_valid_method,,,,,,,,,
369,NE,2015,max,,no_valid_method,,,,,,,,,
370,NH,2015,max,,no_valid_method,,,,,,,,,
371,NJ,2015,max,PER_DIEM,estimated_allowed_amount_C,216.44777041882577,200.71,209.675,218.92,257434.0,2237.33,112.99,80.5920345197223,6495.076028028112
372,NJ,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,177.34759379112415,158.3625457661447,167.43787489288775,181.90387162109525,2005892.0,2731.11572265625,88.01900755628262,68.19658849916026,4650.774682923798
373,NM,2015,max,,file_unavailable,,,,,,,,,
374,NV,2015,max,,no_valid_method,,,,,,,,,
375,NY,2015,max,,file_unavailable,,,,,,,,,
376,OH,2015,max,,file_unavailable,,,,,,,,,
377,OK,2015,max,,file_unavailable,,,,,,,,,
378,OR,2015,max,PER_DIEM,estimated_allowed_amount_C,343.6550608464007,257.57,272.0,350.07500000000005,33034.0,3699.0,52.65,167.07952731350005,27915.56844730261
379,OR,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,294.9338079214773,215.79256032171585,227.8820375335121,301.9101876675603,134897.0,3099.028150134048,44.11025469168901,146.60070710080848,21491.76732245704
380,PA,2015,max,PER_DIEM,estimated_allowed_amount_C,204.87435546435756,179.57,198.58,219.26,644751.0,1620.0,104.52,68.54626803136654,4698.590861027943
381,PA,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,228.371285523212,198.87762134488528,221.7617779835629,244.7100098673391,1873652.0,2080.9248554913297,93.04727143238672,78.09328287142475,6098.5608296363625
382,RI,2015,max,,file_unavailable,,,,,,,,,
383,SC,2015,max,,no_valid_method,,,,,,,,,
384,SD,2015,max,PER_DIEM,estimated_allowed_amount_C,146.1438901540523,119.94,138.35,156.64,37325.0,1173.5,75.71,66.43957310007872,4414.216873720704
385,SD,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,175.11172657933238,143.50873289576148,165.29114533205004,187.21696417874688,69566.0,1411.8142444658324,84.22516408944264,82.10261223512408,6740.838935831146
386,TN,2015,max,PER_DIEM,estimated_allowed_amount_B,,,,,0.0,,,,
387,TN,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_B,,,,,0.0,,,,
388,TX,2015,max,,file_unavailable,,,,,,,,,
389,UT,2015,max,PER_DIEM,estimated_allowed_amount_C,197.8837874746613,170.4,178.29,188.79,37492.0,873.67,50.93,89.21066515595317,7958.542777567595
390,UT,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,226.08837996974245,183.739837398374,192.9539295392954,206.37260460369657,90049.0,1180.9543119762095,53.60488369645301,123.52753221751009,15259.05121574799
391,VA,2015,max,,file_unavailable,,,,,,,,,
392,VT,2015,max,PER_DIEM,estimated_allowed_amount_C,223.70633953942067,198.0,216.81,245.0,23579.0,1135.71,60.29,50.34167046405778,2534.283785111787
393,VT,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,238.815024430462,202.47999209564276,229.8587096136745,258.1741366642175,39554.0,725.09765625,63.28330009446835,55.25182263397808,3052.763904376573
394,WA,2015,max,,file_unavailable,,,,,,,,,
395,WI,2015,max,,file_unavailable,,,,,,,,,
396,WV,2015,max,PER_DIEM,estimated_allowed_amount_C,276.0192771591825,210.23,229.29,310.1,54604.0,1561.08,88.41,122.81398831458864,15083.275725735914
397,WV,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,340.5509754988576,247.3314958656978,297.17529163351674,387.2154579142403,138014.0,2443.0046948356808,113.848066922903,157.81596543521707,24905.878946249628
398,WY,2015,max,PER_DIEM,estimated_allowed_amount_C,180.0691748204287,166.55,174.9,186.23,17681.0,769.25,43.81,43.79166594110204,1917.710005897076
399,WY,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,193.31396790944075,169.71262512108493,187.0304595845442,200.48433968356477,16931.0,917.8156258448228,40.57090239410682,58.2625097476812,3394.5200420986466
400,AK,2014,taf,PER_DIEM,allowed_amount,671.1116942965781,547.52,650.29,715.48,6575.0,4008.26,209.29,277.9306416080783,77245.44154467808
401,AK,2014,taf,PER_DIEM_wage_adj,allowed_amount,415.4872041331251,178.95710681244742,227.3675357443229,391.4634146341463,7.0,1364.179983179142,176.02186711522288,438.44019367018535,192229.8034255496
402,AL,2014,taf,PER_DIEM,allowed_amount,196.006760513104,178.93,190.08,202.34,260532.0,503.42,89.74,42.95856921899063,1845.4386693428091
403,AL,2014,taf,PER_DIEM_wage_adj,allowed_amount,,,,,0.0,,,,
404,CO,2014,taf,PER_DIEM,allowed_amount,203.03971858010877,184.94,199.41,213.75,272049.0,877.01,19.86,38.40391063999172,1474.8603524444688
405,CO,2014,taf,PER_DIEM_wage_adj,allowed_amount,671.4779302589084,636.9036027263876,697.996205833531,697.996205833531,5.0,721.0803527682509,603.4132841328413,49.23164219861893,2423.754593572836
406,DE,2014,taf,PER_DIEM,allowed_amount,428.2316216216216,347.52,420.25,474.19,37.0,685.77,347.52,75.75018670726949,5738.090786186188
407,DE,2014,taf,PER_DIEM_wage_adj,allowed_amount,345.23441265817706,308.68958425150583,355.301093957673,429.6595440139045,49.0,694.5913096323306,255.26663728514765,81.69598565436526,6674.234072038255
408,FL,2014,taf,PER_DIEM,allowed_amount,221.50823522188796,202.43,216.76,230.76,179167.0,630.8,29.3,41.70531449771027,1739.333257352922
409,FL,2014,taf,PER_DIEM_wage_adj,allowed_amount,248.56100534836892,226.79024605539004,244.11342822464968,260.3085399449036,177785.0,584.6530191837261,28.23280015417229,47.731996024724936,2278.3434445043567
410,IL,2014,taf,PER_DIEM,allowed_amount,135.1678973552198,123.27,139.41,159.44,505335.0,429.58,10.99,36.071466215003575,1301.1506749001442
411,IL,2014,taf,PER_DIEM_wage_adj,allowed_amount,140.34368004356207,132.09795458810282,147.9170666154732,160.60411311053986,494478.0,484.45016077170425,10.311503096265715,35.69705622179533,1274.2798229020166
412,KS,2014,taf,PER_DIEM,allowed_amount,157.44854857819905,136.1,158.82,177.36,1688.0,750.0,30.98,46.96370705687557,2205.5897805240243
413,KS,2014,taf,PER_DIEM_wage_adj,allowed_amount,183.1021988079474,164.63427543135387,185.15036564743565,201.8854836675495,1658.0,793.9028262940616,35.715932672354164,52.82059180522639,2790.014918654349
414,MD,2014,taf,PER_DIEM,allowed_amount,227.54163061227436,221.87,236.17,248.27,207603.0,988.8,3.62,64.21172560762602,4123.145705509056
415,MD,2014,taf,PER_DIEM_wage_adj,allowed_amount,238.9923181001928,229.3021371416996,245.92322495695333,267.1228150873965,217350.0,1001.519295047098,3.417351080902483,68.44462434207712,4684.666601328056
416,ME,2014,taf,PER_DIEM,allowed_amount,201.20872332475292,171.93,188.64,209.33,48172.0,1178.16,75.27,87.50100064910103,7656.425114593979
417,ME,2014,taf,PER_DIEM_wage_adj,allowed_amount,222.66858340693065,186.8951006913135,208.32726389900463,233.44258315125032,44873.0,1430.1529497450838,76.15469391844505,98.74566982979428,9750.70731013474
418,MT,2014,taf,PER_DIEM,allowed_amount,171.15506071428572,165.65,167.25,169.72,25200.0,417.05,23.17,30.31087499918623,918.7491432162929
419,MT,2014,taf,PER_DIEM_wage_adj,allowed_amount,183.2105957353264,182.2076280501209,182.6885029676852,183.69147065289076,4.0,186.70037370850736,180.765003297428,2.4969737944460797,6.2348781301504514
420,NC,2014,taf,PER_DIEM,allowed_amount,161.55912014658028,153.67,158.38,164.37,779914.0,547.0,14.87,21.321417996080868,454.6028653636011
421,NC,2014,taf,PER_DIEM_wage_adj,allowed_amount,188.0182780633001,175.1032073674182,185.96325953838905,195.9753086419753,755439.0,603.4495192307693,15.379046437066917,27.08550370072121,733.6245107217824
422,ND,2014,taf,PER_DIEM,allowed_amount,246.61396817195407,197.54,234.88,275.2825,38708.0,1898.94,122.51,115.25780686172232,13284.362042574088
423,ND,2014,taf,PER_DIEM_wage_adj,allowed_amount,329.6435753968755,259.46919762383266,313.79513633014,375.2542372881357,48944.0,2798.732498157701,105.05059166523752,159.74592590098172,25518.760841961943
424,NE,2014,taf,PER_DIEM,allowed_amount,107.87189400335178,69.29,120.82,151.59,79361.0,852.59,-112.65,62.852594773050846,3950.4486697053385
425,NE,2014,taf,PER_DIEM_wage_adj,allowed_amount,118.68109071940928,66.71827978161204,132.89257892578925,168.99283483722317,82966.0,1044.328760411563,-127.2162619988707,75.23158779611106,5659.791802323967
426,NH,2014,taf,PER_DIEM,allowed_amount,421.81947133283694,265.04,510.11,510.11,1343.0,622.16,88.28,169.8506542314886,28849.24474286469
427,NH,2014,taf,PER_DIEM_wage_adj,allowed_amount,273.63249056195497,143.20096268925425,209.0920126244234,411.0648998936067,616.0,563.3110499410145,85.38543379437083,154.31791290784693,23814.01824423383
428,NM,2014,taf,PER_DIEM,allowed_amount,200.0255555555556,168.405,231.085,250.3875,18.0,272.47,85.03,65.30532698047033,4264.785732026145
429,NM,2014,taf,PER_DIEM_wage_adj,allowed_amount,209.5270887051211,174.27817447997515,238.2713420706148,265.57487322777604,18.0,281.9724723170858,87.99544654869088,67.71023983339616,4584.676578296027
430,NV,2014,taf,PER_DIEM,allowed_amount,152.60824831784683,114.09,117.04,125.82,62420.0,3808.35,16.24,95.46138588630856,9112.876195334711
431,NV,2014,taf,PER_DIEM_wage_adj,allowed_amount,149.84249298014967,99.73337920357788,103.06183882342822,119.6106914584544,65145.0,3275.436484045755,13.967489464178204,101.85592060802716,10374.628562908732
432,RI,2014,taf,PER_DIEM,allowed_amount,288.56061273627364,184.04,219.82,259.93,44440.0,1116.48,19.09,229.4649837073683,52654.1787478228
433,RI,2014,taf,PER_DIEM_wage_adj,allowed_amount,269.04250838199744,172.3028750355821,206.12961381535249,242.38542556219755,41467.0,1059.3794477654426,18.113673024006072,220.98237215376437,48833.20880270481
434,WI,2014,taf,PER_DIEM,allowed_amount,163.1364072527405,149.13,157.34,165.8,65134.0,2332.59,31.48,40.81539448326479,1665.896426824522
435,WI,2014,taf,PER_DIEM_wage_adj,allowed_amount,171.36531086232392,156.3054135808908,166.55844155844156,175.36525974025977,62373.0,2366.6700487012986,27.580164710005256,43.02756036584619,1851.3709510365384
436,AK,2015,taf,PER_DIEM,allowed_amount,723.7543192632386,561.35,672.16,776.8,6515.0,6060.22,270.31,353.8434551565815,125205.19075714772
437,AK,2015,taf,PER_DIEM_wage_adj,allowed_amount,545.2952569501886,354.2770398481974,500.9715370018976,599.3238369996394,6435.0,3777.335016227912,217.65842660439648,306.3182478745916,93830.86898095974
438,AL,2015,taf,PER_DIEM,allowed_amount,202.281038052481,185.52,197.59,208.98,254149.0,500.0,32.26,42.010020437248855,1764.8418171380667
439,AL,2015,taf,PER_DIEM_wage_adj,allowed_amount,257.9873497872673,232.521403593392,248.8451893889402,266.7236536817682,673323.0,723.1703789412785,42.79082106380156,57.18223381680255,3269.807864279477
440,AZ,2015,taf,PER_DIEM,allowed_amount,178.51192425487412,143.24,156.08,185.57,13387.0,1100.0,18.56,64.68785460786881,4184.518533768775
441,AZ,2015,taf,PER_DIEM_wage_adj,allowed_amount,185.7806802816056,155.37476949777633,169.30252738908777,187.8428637842864,15537.0,1059.424058557257,18.164307040354423,74.5664337283381,5560.153038962638
442,CO,2015,taf,PER_DIEM,allowed_amount,208.82949511494877,190.05,206.69,219.74,276558.0,877.01,21.15,38.28606237882991,1465.8225724756549
443,CO,2015,taf,PER_DIEM_wage_adj,allowed_amount,206.77343660691747,190.6798350752709,203.49026752325247,213.38575127049572,1894576.0,880.5074697652359,20.27998849362355,38.54110707799213,1485.416934797255
444,DC,2015,taf,PER_DIEM,allowed_amount,294.01862503271394,272.49,290.41,299.92,61136.0,5023.55,26.82,62.23284880002975,3872.927469767364
445,DC,2015,taf,PER_DIEM_wage_adj,allowed_amount,253.586188901168,222.2820340286456,231.2698260117274,266.6826876862444,62260.0,761.6745169662597,25.78102470441219,67.09594296981224,4501.865563008298
446,DE,2015,taf,PER_DIEM,allowed_amount,436.7775,347.52,420.25,472.5,36.0,931.99,347.52,104.36592425212363,10892.246145000012
447,DE,2015,taf,PER_DIEM_wage_adj,allowed_amount,379.3751439471975,285.1052922154744,331.4535846675605,428.5702205496007,120.0,1137.68310546875,274.09101664169094,130.992442916671,17159.020101277307
448,FL,2015,taf,PER_DIEM,allowed_amount,231.0328499638135,209.25,225.13,243.86,98103.0,709.65,27.74,42.11496140821258,1773.6699744152352
449,FL,2015,taf,PER_DIEM_wage_adj,allowed_amount,253.7877606164864,229.35213750550903,247.8898860053359,267.94998354721946,225899.0,574.366961414791,27.873794212218648,45.02315347786866,2027.0843490917168
450,HI,2015,taf,PER_DIEM,allowed_amount,101.4625,46.345,90.69,160.27499999999998,8.0,185.53,23.89,63.14661980547448,3987.495592857142
451,HI,2015,taf,PER_DIEM_wage_adj,allowed_amount,112.16714789862048,102.5765960859801,132.17035611164582,141.7609079242862,4.0,148.80494064805904,35.52293872313122,52.031490890380425,2707.276044275741
452,IL,2015,taf,PER_DIEM,allowed_amount,138.5388544873824,124.58,141.39,163.21,417036.0,433.62,15.07,36.75436811625136,1350.8835756249143
453,IL,2015,taf,PER_DIEM_wage_adj,allowed_amount,141.6924300790385,131.78396463137773,148.37912936091388,163.79690949227373,1962556.0,486.52168717887446,14.400382226469183,35.96879229143139,1293.7540189041342
454,IN,2015,taf,PER_DIEM,allowed_amount,188.12226397865723,175.61,187.05,195.13,727180.0,402.75,3.64,27.004418527498565,729.2386200083077
455,IN,2015,taf,PER_DIEM_wage_adj,allowed_amount,200.282331989921,184.46659429586495,195.1445771242475,210.83588275930128,3627559.0,397.463732359617,3.59222342840225,33.349229898884666,1112.1711348486629
456,KS,2015,taf,PER_DIEM,allowed_amount,167.49071586949634,147.33,164.54,180.8,3157.0,750.0,23.86,47.13893074136501,2222.0787914392067
457,KS,2015,taf,PER_DIEM_wage_adj,allowed_amount,194.0198207461281,170.58324496288444,188.2608695652174,205.68398727465535,18002.0,795.3340402969247,25.30222693531283,64.97323422097575,4221.521165133774
458,KY,2015,taf,PER_DIEM,allowed_amount,196.0795056823348,172.36,185.74,200.64,219980.0,1801.1,34.49,58.86556073953364,3465.154241179724
459,KY,2015,taf,PER_DIEM_wage_adj,allowed_amount,236.31582815761377,212.3997675769901,224.4801013406524,236.89715281812897,1050785.0,2324.5998967475475,39.343397023118335,65.26020242230126,4258.894020199735
460,MA,2015,taf,PER_DIEM,allowed_amount,224.2578392965281,176.35,206.12,230.38,358337.0,4685.4,31.38,126.87551530021382,16097.396382694791
461,MA,2015,taf,PER_DIEM_wage_adj,allowed_amount,197.31036667282856,155.40657780582063,181.45751953125,208.7467465888477,915704.0,4198.763330047495,24.749585929489704,106.74390518057096,11394.261293198724
462,MD,2015,taf,PER_DIEM,allowed_amount,230.29289723707063,229.21,242.34,252.65,208402.0,1358.31,7.53,58.20352126511658,3387.6498876588776
463,MD,2015,taf,PER_DIEM_wage_adj,allowed_amount,232.45005660223768,231.5075376884422,241.58793969849245,253.26633165829145,1587870.0,1365.1356783919598,7.218174846625768,61.352980584743214,3764.188226631878
464,ME,2015,taf,PER_DIEM,allowed_amount,216.17392328743696,184.8375,204.38,227.805,46772.0,1191.34,76.86,88.9596065264168,7913.8115933349
465,ME,2015,taf,PER_DIEM_wage_adj,allowed_amount,229.84084087368885,196.0310355117875,218.05431214562816,244.6463940347198,76475.0,1388.022835838285,76.45478961504028,93.38131239617456,8720.069504831947
466,MT,2015,taf,PER_DIEM,allowed_amount,175.316630109671,169.16,171.12,173.6,31093.0,526.26,17.25,37.03511779505204,1371.59995009338
467,MT,2015,taf,PER_DIEM_wage_adj,allowed_amount,211.29302151310003,187.77703900709216,192.96320921985816,199.64310384526823,485.0,605.8715173842966,37.62189716312057,90.81523809123269,8247.407469567277
468,NC,2015,taf,PER_DIEM,allowed_amount,165.43094495590776,157.41,163.01,169.04,706361.0,547.0,16.06,21.73376045073085,472.3563433297524
469,NC,2015,taf,PER_DIEM_wage_adj,allowed_amount,188.2160262144645,175.0799074176127,184.972453405228,195.55737897081235,2502465.0,588.248388986526,16.37438825448613,27.262145366235124,743.2245699697353
470,ND,2015,taf,PER_DIEM,allowed_amount,258.4071747201821,207.01,244.36,288.15,36899.0,1931.26,124.6,121.79318180929292,14833.579135231485
471,ND,2015,taf,PER_DIEM_wage_adj,allowed_amount,322.71134836721245,231.71668453018935,304.58961245439457,387.434554973822,100294.0,2740.542074641692,109.31742410949288,168.45635946023876,28377.545042597176
472,NE,2015,taf,PER_DIEM,allowed_amount,107.00366819052545,57.87,122.19,154.51,85091.0,873.79,-132.9,67.14814498851834,4508.873375399081
473,NE,2015,taf,PER_DIEM_wage_adj,allowed_amount,115.60797312958331,60.6511208741692,129.6139116033537,169.7132801987372,285674.0,1033.9486451307537,-137.56339923403377,75.55866275488476,5709.11151730641
474,NM,2015,taf,PER_DIEM,allowed_amount,229.45555555555555,175.56,242.78,265.52,45.0,277.46,157.82,42.216953701066345,1782.2711797979794
475,NM,2015,taf,PER_DIEM_wage_adj,allowed_amount,249.17301819761644,203.1827503258561,262.09115847225155,283.93120911584725,138.0,292.7410846170078,176.83055496940284,42.83783003544888,1835.079682146006
476,NV,2015,taf,PER_DIEM,allowed_amount,153.2969344209901,114.32,118.39,123.43,65707.0,778.4,15.46,94.88153579095489,9002.50583405025
477,NV,2015,taf,PER_DIEM_wage_adj,allowed_amount,145.38945283987283,98.07563025210084,103.85803914224178,120.23183323592444,75162.0,662.3411732900784,12.991596638655464,96.33128692620409,9279.716840858657
478,OH,2015,taf,PER_DIEM,allowed_amount,169.66804892605066,158.34,172.425,182.58,328414.0,607.0,39.16,42.442727230172416,1801.3850947348192
479,OH,2015,taf,PER_DIEM_wage_adj,allowed_amount,193.18447660427333,184.6839291330328,197.0686954575968,205.30982793201733,1474105.0,949.9217527386542,41.05252122864032,46.60192246276422,2171.739177225488
480,OK,2015,taf,PER_DIEM,allowed_amount,145.70533503738477,140.39,143.14,145.87,533239.0,284.54,13.52,17.38119851817332,302.1060619281504
481,OK,2015,taf,PER_DIEM_wage_adj,allowed_amount,174.3481159998755,161.69737576772755,169.0675600223339,181.73234294347225,2068850.0,365.37600421440806,15.097710776102735,22.65578733780186,513.2846998957032
482,RI,2015,taf,PER_DIEM,allowed_amount,305.5686575108112,189.4675,224.09,264.47,42086.0,1143.67,24.89,248.9282102330897,61965.253849849294
483,RI,2015,taf,PER_DIEM_wage_adj,allowed_amount,281.5550943336812,177.26161369193156,208.99943577205192,244.5740078991913,236442.0,1075.484295655445,23.40605604664285,236.60104034160688,55980.05229073068
484,SC,2015,taf,PER_DIEM,allowed_amount,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
485,SC,2015,taf,PER_DIEM_wage_adj,allowed_amount,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
486,TX,2015,taf,PER_DIEM,allowed_amount,145.70260458382003,116.73,144.27,169.66,607790.0,2212.47,9.31,34.66667433454656,1201.7783094175088
487,TX,2015,taf,PER_DIEM_wage_adj,allowed_amount,158.7412234534026,126.8029587014588,160.17472831877265,182.09528110182887,2722135.0,2819.5106410093026,9.919028340080972,38.46452132746278,1479.519400950839
488,VA,2015,taf,PER_DIEM,allowed_amount,179.77864703938974,152.69,173.77,201.94,266364.0,816.42,90.82,40.251859243043306,1620.2121725217708
489,VA,2015,taf,PER_DIEM_wage_adj,allowed_amount,199.73521481330508,175.4493895991541,194.24415584415584,216.66826876862444,2484596.0,848.2285714285714,109.8451207624824,39.58504691984267,1566.9759396461457
490,WA,2015,taf,PER_DIEM,allowed_amount,198.9616632708421,185.11,195.78,210.99,331780.0,660.88,18.66,26.38558181081557,696.1989274952415
491,WA,2015,taf,PER_DIEM_wage_adj,allowed_amount,174.14625056149816,161.40514824568857,172.7295896695268,184.38896444530792,601651.0,561.4476255203466,15.633378016085793,24.547280953454223,602.5690022078164
492,WI,2015,taf,PER_DIEM,allowed_amount,166.46946101227664,154.31,161.75,171.1,77627.0,561.0,23.66,32.19589029348375,1036.5753517900412
493,WI,2015,taf,PER_DIEM_wage_adj,allowed_amount,168.53281780432454,154.01334411645774,164.40558026688234,174.28224828143956,182014.0,610.3797192906104,21.838156484458736,33.00512790191507,1089.3384678217724
494,AK,2016,taf,PER_DIEM,allowed_amount,610.4734510117921,371.29,553.1,761.2774999999999,13738.0,3161.36,41.25,238.88829760407103,57067.61873217122
495,AK,2016,taf,PER_DIEM_wage_adj,allowed_amount,503.5336434746941,355.2911049182797,433.810230800378,702.7395186922961,8582.0,1262.417943107221,31.21689117602543,184.6222189535181,34085.36373132077
496,AL,2016,taf,PER_DIEM,allowed_amount,205.7698735504404,187.02,197.59,209.3,268961.0,561.09,30.3,48.68513771171994,2370.2426340091347
497,AL,2016,taf,PER_DIEM_wage_adj,allowed_amount,274.73757177129744,242.044627698278,267.1345875542692,290.7745175786413,250943.0,811.9971056439944,42.84344610327353,66.9732951935697,4485.4222690850265
498,AR,2016,taf,PER_DIEM,allowed_amount,193.9799765758628,169.58,181.41,201.95,636096.0,692.0,15.26,53.20336623769902,2830.5981790227324
499,AR,2016,taf,PER_DIEM_wage_adj,allowed_amount,254.4108014927241,220.11916308715536,239.70816887932065,272.74490785645,574171.0,848.0086697371986,18.25140533429016,70.21197644106232,4929.72163576029
500,AZ,2016,taf,PER_DIEM,allowed_amount,187.5675036390102,147.83,157.64,187.43,15114.0,1181.7,3.17,79.13958914119777,6263.074569437589
501,AZ,2016,taf,PER_DIEM_wage_adj,allowed_amount,187.5264537260013,158.556564091211,172.76953730352005,196.2628254293168,14194.0,1146.8361801242236,3.571428571428572,72.47231184589543,5252.235984288715
502,CA,2016,taf,PER_DIEM,allowed_amount,226.65139924555984,182.13,205.07,230.08,2899634.0,2310.83,0.83,104.60247806554358,10941.678417452526
503,CA,2016,taf,PER_DIEM_wage_adj,allowed_amount,163.8328411251252,155.19146359921297,162.84769500097258,173.32374754048735,163.0,201.43786892689573,91.75257731958764,14.35038903499817,205.9336654557957
504,CO,2016,taf,PER_DIEM,allowed_amount,216.21499578842935,195.92,212.66,229.22,300363.0,1232.0,22.33,40.04595416838856,1603.6784452566765
505,CO,2016,taf,PER_DIEM_wage_adj,allowed_amount,220.3567467666444,200.70602078838988,214.34595018631103,229.55481466954305,331950.0,1202.0072802912116,21.89645028436948,39.801085790259165,1584.12643008357
506,CT,2016,taf,PER_DIEM,allowed_amount,263.6434768809092,222.12,240.73,251.5,224014.0,2455.77,62.81,112.36249781909682,12625.330916146537
507,CT,2016,taf,PER_DIEM_wage_adj,allowed_amount,219.51698366535857,184.21999100854188,198.98041104688505,217.3267326732673,215813.0,2306.937974993871,47.06279034916829,95.8361053541076,9184.559089443612
508,DC,2016,taf,PER_DIEM,allowed_amount,386.3479200610998,276.96,299.92,337.44,82488.0,5105.7,25.85,215.15156519966496,46290.196007865685
509,DC,2016,taf,PER_DIEM_wage_adj,allowed_amount,259.7612186758726,236.58513097072415,251.4522821576764,264.149377593361,6935.0,763.0681818181819,37.70746887966805,51.60241454201349,2662.809186565805
510,DE,2016,taf,PER_DIEM,allowed_amount,741.9879390681004,546.05,714.14,742.21,1116.0,1282.72,212.35,260.3966115776659,67806.3953211298
511,DE,2016,taf,PER_DIEM_wage_adj,allowed_amount,726.1037805716013,636.1253494874184,831.9431500465982,864.6435228331779,413.0,1113.222273998136,266.7485416027019,193.7072623751443,37522.503496873
512,FL,2016,taf,PER_DIEM,allowed_amount,214.16994002832,193.3,222.96,259.94,180085.0,616.35,0.0,130.86464345616434,17125.55490690902
513,FL,2016,taf,PER_DIEM_wage_adj,allowed_amount,218.2411877608725,201.4262709914884,243.02247941241933,276.18365998678706,158986.0,712.1533638775018,0.0,132.03231373313173,17432.531869724127
514,GA,2016,taf,PER_DIEM,allowed_amount,171.15525564841357,155.28,167.31,183.66,1045205.0,678.09,19.01,30.18930897214442,911.3943762155996
515,GA,2016,taf,PER_DIEM_wage_adj,allowed_amount,213.0986627498771,193.72132064913265,201.6278756894928,234.67105263157893,11015.0,281.36687743845016,121.25655859007132,29.418120468627368,865.4258119066726
516,HI,2016,taf,PER_DIEM,allowed_amount,383.6791113490364,306.14,381.12,390.27,934.0,3638.58,234.75,200.06979593107988,40027.92324390395
517,HI,2016,taf,PER_DIEM_wage_adj,allowed_amount,322.92822010437123,250.05309156252557,311.29625091889244,318.7699093359471,759.0,3326.853799030813,191.7422200441069,177.5925982816653,31539.13096443295
518,IA,2016,taf,PER_DIEM,allowed_amount,221.38761017196688,162.41,183.12,215.51,54778.0,2173.09,0.72,110.3570875908582,12178.686781536351
519,IA,2016,taf,PER_DIEM_wage_adj,allowed_amount,255.41723725361288,187.9101283880171,207.4908647990256,246.57943067033972,54227.0,2583.321445553971,0.8350730688935282,129.90504131641316,16875.31975941901
520,ID,2016,taf,PER_DIEM,allowed_amount,266.5656974826524,229.39,250.0,277.74,64274.0,4234.35,22.58,119.28888819990664,14229.838847969826
521,ID,2016,taf,PER_DIEM_wage_adj,allowed_amount,325.2455811608505,256.5333905027334,332.2176949941793,363.4313154831199,62641.0,6161.743306169966,23.25916769674495,137.5060152395044,18907.904227046816
522,IL,2016,taf,PER_DIEM,allowed_amount,151.2775863351643,124.03,143.97,172.15,518850.0,3876.92,20.88,110.4760626778792,12204.960424806692
523,IL,2016,taf,PER_DIEM_wage_adj,allowed_amount,157.43233972005098,134.66069745523092,154.2331784198828,171.45466782040188,496975.0,3016.536871454668,20.074992789154887,112.49484597573054,12655.09037110334
524,IN,2016,taf,PER_DIEM,allowed_amount,194.0502631858933,178.82,191.33,200.34,817711.0,639.18,1.93,31.96564693771538,1021.8025841466728
525,IN,2016,taf,PER_DIEM_wage_adj,allowed_amount,212.26077225045907,192.27431601783775,207.54756648796385,226.79281668072795,784818.0,636.0,2.0593256508749467,36.77301037171626,1352.2542917983517
526,KS,2016,taf,PER_DIEM,allowed_amount,270.17108336610306,159.52,184.61,426.0,15258.0,7285.0,36.93,151.94453731121223,23087.14241871837
527,KS,2016,taf,PER_DIEM_wage_adj,allowed_amount,332.99920383196707,192.442767950052,224.80489073881373,554.1103017689906,15127.0,8592.828497287095,39.0298034242232,189.98974984280852,36096.10504533297
528,KY,2016,taf,PER_DIEM,allowed_amount,204.1986100600396,173.33,186.94,203.04,227017.0,3029.56,34.14,83.17594396005221,6918.237653645745
