,state,25%,50%,75%,count,max,mean,min,std,pmt_var,var
0,AK,371.29,553.1,761.2774999999999,13738.0,3161.36,610.4734510117921,41.25,238.88829760407106,PER_DIEM,57067.61873217122
0,AK,355.2911049182797,433.81023080037795,702.7395186922961,8582.0,1262.417943107221,503.5336434746941,31.21689117602543,184.6222189535181,PER_DIEM_wage_adj,34085.36373132077
0,AL,187.02,197.59,209.3,268961.0,561.09,205.76987355044042,30.3,48.68513771171994,PER_DIEM,2370.2426340091347
0,AL,242.04462769827796,267.1345875542692,290.7745175786413,250943.0,811.9971056439944,274.73757177129744,42.84344610327353,66.9732951935697,PER_DIEM_wage_adj,4485.4222690850265
0,AR,169.58,181.41,201.95,636096.0,692.0,193.97997657586276,15.26,53.20336623769902,PER_DIEM,2830.5981790227324
0,AR,220.11916308715536,239.70816887932065,272.74490785645,574171.0,848.0086697371986,254.41080149272412,18.25140533429016,70.21197644106232,PER_DIEM_wage_adj,4929.72163576029
0,AZ,147.83,157.64,187.43,15114.0,1181.7,187.5675036390102,3.17,79.13958914119777,PER_DIEM,6263.074569437589
0,AZ,158.556564091211,172.76953730352005,196.26282542931682,14194.0,1146.8361801242236,187.5264537260013,3.5714285714285716,72.47231184589543,PER_DIEM_wage_adj,5252.235984288715
0,CA,182.13,205.07,230.08,2899634.0,2310.83,226.65139924555982,0.83,104.60247806554358,PER_DIEM,10941.678417452526
0,CA,155.19146359921297,162.84769500097258,173.32374754048737,163.0,201.43786892689573,163.83284112512519,91.75257731958763,14.35038903499817,PER_DIEM_wage_adj,205.9336654557957
0,CO,195.92,212.66,229.22,300363.0,1232.0,216.21499578842938,22.33,40.045954168388555,PER_DIEM,1603.6784452566765
0,CO,200.70602078838988,214.34595018631103,229.55481466954302,331950.0,1202.0072802912116,220.3567467666444,21.896450284369482,39.801085790259165,PER_DIEM_wage_adj,1584.1264300835699
0,CT,222.12,240.73,251.5,224014.0,2455.77,263.6434768809092,62.81,112.36249781909682,PER_DIEM,12625.330916146537
0,CT,184.21999100854188,198.98041104688502,217.32673267326732,215813.0,2306.937974993871,219.51698366535857,47.06279034916829,95.8361053541076,PER_DIEM_wage_adj,9184.559089443612
0,DC,276.96,299.92,337.44,82488.0,5105.7,386.3479200610998,25.85,215.15156519966496,PER_DIEM,46290.196007865685
0,DC,236.58513097072418,251.45228215767636,264.149377593361,6935.0,763.0681818181819,259.7612186758726,37.70746887966805,51.602414542013484,PER_DIEM_wage_adj,2662.809186565805
0,DE,546.05,714.14,742.21,1116.0,1282.72,741.9879390681004,212.35,260.3966115776659,PER_DIEM,67806.3953211298
0,DE,636.1253494874184,831.9431500465982,864.6435228331779,413.0,1113.222273998136,726.1037805716013,266.7485416027019,193.7072623751443,PER_DIEM_wage_adj,37522.503496872996
0,FL,193.3,222.96,259.94,180085.0,616.35,214.16994002831999,0.0,130.86464345616434,PER_DIEM,17125.55490690902
0,FL,201.4262709914884,243.02247941241933,276.18365998678706,158986.0,712.1533638775018,218.24118776087246,0.0,132.03231373313173,PER_DIEM_wage_adj,17432.531869724127
0,GA,155.28,167.31,183.66,1045205.0,678.09,171.15525564841357,19.01,30.18930897214442,PER_DIEM,911.3943762155997
0,GA,193.72132064913265,201.6278756894928,234.67105263157893,11015.0,281.36687743845016,213.0986627498771,121.25655859007131,29.418120468627368,PER_DIEM_wage_adj,865.4258119066726
0,HI,306.14,381.12,390.27,934.0,3638.58,383.67911134903636,234.75,200.06979593107988,PER_DIEM,40027.92324390395
0,HI,250.05309156252554,311.29625091889244,318.7699093359471,759.0,3326.853799030813,322.92822010437123,191.74222004410686,177.5925982816653,PER_DIEM_wage_adj,31539.13096443295
0,IA,162.41,183.12,215.51,54778.0,2173.09,221.38761017196686,0.72,110.35708759085821,PER_DIEM,12178.686781536351
0,IA,187.9101283880171,207.4908647990256,246.57943067033975,54227.0,2583.321445553971,255.41723725361288,0.8350730688935282,129.90504131641316,PER_DIEM_wage_adj,16875.31975941901
0,ID,229.39,250.0,277.74,64274.0,4234.35,266.5656974826524,22.58,119.28888819990664,PER_DIEM,14229.838847969826
0,ID,256.5333905027334,332.2176949941793,363.4313154831199,62641.0,6161.743306169966,325.2455811608505,23.25916769674495,137.5060152395044,PER_DIEM_wage_adj,18907.904227046816
