,state,25%,50%,75%,count,max,mean,min,std,pmt_var,var
0,AK,400.0,569.06,850.0,13892.0,7201.41,698.4028196084076,166.46,469.33287954161284,PER_DIEM,220273.35181882206
0,AK,409.881812212738,478.3671733815244,750.0275887437926,11748.0,2268.965229020395,574.4090296641422,246.3473754597125,214.821408924824,PER_DIEM_wage_adj,46148.23773244645
0,AL,199.09,214.5,225.37,281356.0,552.25,220.22337497689756,15.97,47.274941328011515,PER_DIEM,2234.920077566931
0,AL,264.65606893477934,291.6654286138761,321.5718318229089,263771.0,821.8871887188719,301.2306649476234,21.416119082741048,66.41847238050505,PER_DIEM_wage_adj,4411.413473359912
0,AR,184.67,194.53,207.28,615751.0,833.0,208.1174089688851,14.47,62.262555518929275,PER_DIEM,3876.6258197477505
0,AR,241.4441147378833,260.459940652819,276.71271898589947,608111.0,1043.5475305363782,273.72134499887335,12.094617184888,82.08757930637812,PER_DIEM_wage_adj,6738.370676380916
0,AZ,170.92,180.26,242.34,17982.0,937.92,230.77528139250367,2.76,120.11128316062562,PER_DIEM,14426.720342491988
0,AZ,178.58728557013117,191.33228133453562,231.1295065896961,17567.0,1056.8189996401584,231.3324999366442,3.0062084740224373,114.97628604737999,PER_DIEM_wage_adj,13219.546353248945
0,CA,209.42,236.1,262.365,1769411.0,2350.64,258.46324986111205,3.37,117.72113905510884,PER_DIEM,13858.266580432271
0,CA,199.96656636576398,200.74389836175192,204.15623435152727,481.0,295.37305958938407,204.09993215769038,151.17676514772157,13.359797053177443,PER_DIEM_wage_adj,178.48417730208868
0,CO,211.85,228.92,247.39,286350.0,1413.54,233.34271901519116,25.75,44.32167784247672,PER_DIEM,1964.4111267722915
0,CO,211.89602767005556,228.00116550116547,246.3250366032211,314176.0,1475.0495669414588,233.5466392203236,25.134211810639336,43.63899440744386,PER_DIEM_wage_adj,1904.3618328929165
0,CT,229.59,248.65,263.73,209288.0,2774.0,273.46300418561987,66.65,118.30677885694004,PER_DIEM,13996.493923504915
0,CT,198.23997292266034,214.50668131063517,231.2740252608457,205925.0,2538.898041369211,235.47327445825337,52.83811637862692,101.96824115524198,PER_DIEM_wage_adj,10397.522204293586
0,DC,275.95,335.37,545.68,63177.0,5786.77,447.3932494420438,39.78,275.17047308363584,PER_DIEM,75718.78925707197
0,DC,247.84940795466048,265.5124790371905,277.0468576055055,6991.0,778.5735424681858,270.14571390999413,39.24237940219,60.77982584318009,PER_DIEM_wage_adj,3694.1872295273024
0,DE,549.27,707.35,778.08,3360.0,1318.15,757.7721398809523,235.78,261.58049401550136,PER_DIEM,68424.35484939376
0,DE,392.0135363790186,473.20033649801707,494.46993763972233,205.0,543.9216752787598,441.72590890740605,276.7099291344852,71.44036842572268,PER_DIEM_wage_adj,5103.726240802994
