,state,25%,50%,75%,count,max,mean,min,std,pmt_var,var
0,AK,524.59,796.41,984.26,10811.0,6431.71,817.8815918971419,287.68,338.9589747935174,PER_DIEM,114893.18659307237
0,AK,430.20337871084143,667.1969821223553,841.0611776283417,8053.0,5147.01504481434,659.9703747209016,235.919304576021,247.5868346158343,PER_DIEM_wage_adj,61299.24067508849
0,AL,225.79,242.99,259.74,307196.0,639.15,246.10160125782883,17.52,40.18123751800416,PER_DIEM,1614.531848478265
0,AL,301.6508030933968,332.9346314325452,364.00951814396194,291494.0,942.4211147154231,336.99998424286997,23.47266881028939,60.082550396621684,PER_DIEM_wage_adj,3609.9128621625846
0,AR,191.43,204.84,221.41,526357.0,788.0,216.48136382721233,15.0,57.25432823983341,PER_DIEM,3278.0581021945854
0,AR,246.17009293156858,267.14527027027026,286.67980850464653,515442.0,959.688223115333,278.4381374514515,21.120811039143902,71.06100643779163,PER_DIEM_wage_adj,5049.666635951864
0,AZ,182.96,199.35,314.26,15852.0,1107.3,277.74384998738327,1.56,163.08728843696028,PER_DIEM,26597.463649720274
0,AZ,196.4472738474176,219.1693660342434,281.44377602961595,15747.0,1228.9796390559925,286.0768724299524,1.4936805821524322,160.91615372160715,PER_DIEM_wage_adj,25894.0085285559
0,CA,259.62,290.59,324.68,942985.0,2105.0,322.24078226058737,24.43,143.7357497845858,PER_DIEM,20659.965766137055
0,CA,222.7112676056338,222.7112676056338,264.8687580025608,100.0,303.05697823303456,241.1395646606914,221.6709346991037,22.48347142182025,PER_DIEM_wage_adj,505.5064871758079
0,CO,221.55,240.66,260.55,248745.0,1383.75,244.78227538241973,28.88,47.93846788040426,PER_DIEM,2298.096702720551
0,CO,222.20558882235528,241.2375249500998,260.9780439121756,274613.0,1459.4979432549308,247.7697634029342,28.633749752131667,48.08815866725657,PER_DIEM_wage_adj,2312.4710040072437
0,CT,259.22,279.9,303.08,171664.0,3804.0,313.6042415998695,75.52,141.33549255543957,PER_DIEM,19975.721455888717
0,CT,230.995269286754,251.9876819708846,274.8467274233637,170331.0,3549.8320268756997,279.3277390370151,62.568351284175634,126.4352893593841,PER_DIEM_wage_adj,15985.882395391185
0,DC,363.58,456.65,742.0,57633.0,4223.92,573.1272755192339,49.47,321.47610700884155,PER_DIEM,103346.88737756014
0,DC,278.87115839243495,299.5826570832367,330.5239972177139,7599.0,860.1901228843033,306.578134278916,50.403861308116625,67.68141607751437,PER_DIEM_wage_adj,4580.774082257621
