,state,25%,50%,75%,count,max,mean,min,std,pmt_var,var
0,AK,395.74,568.98,825.97,13385.0,6965.86,676.6746469929026,154.77,421.45494427489723,PER_DIEM,177624.2700537567
0,AK,394.56960680127526,471.80708544209585,674.2426513173889,12114.0,3279.562369752903,513.0345238954961,115.19053289669546,176.0727379850305,PER_DIEM_wage_adj,31001.609061545205
0,AL,193.45,207.62,218.69,278796.0,715.0,214.74799796266802,37.67,47.81974865645595,PER_DIEM,2286.7283615666206
0,AL,257.484076433121,283.28205128205127,309.5824175824176,260727.0,973.3188129594337,292.4249132136899,50.38116891801525,65.15604671107283,PER_DIEM_wage_adj,4245.310423015505
0,AR,178.65,187.91,204.6,647371.0,754.0,211.5247436786634,15.7,74.0361516846327,PER_DIEM,5481.351756269941
0,AR,230.9964664310954,251.97984161267098,274.9540636042403,650923.0,1075.146157136746,276.19379435146493,18.838492920566352,93.56690512182836,PER_DIEM_wage_adj,8754.76573407723
0,AZ,163.81,170.65,207.34,17550.0,989.81,218.2816307692308,9.31,110.84057184184498,PER_DIEM,12285.632366227197
0,AZ,173.37304709452624,188.95133190963247,224.63751826458358,17623.0,982.1492359595157,223.3329852840936,10.464201416207711,113.05383130594463,PER_DIEM_wage_adj,12781.168772952986
0,CA,201.58,230.55,257.92,1913309.0,3573.52,255.62216203969137,2.81,126.53788049291282,PER_DIEM,16011.835199638686
0,CA,170.5790413813635,172.55135456981245,178.75111640369158,346.0,268.4762187283694,175.35731048022157,95.56017007811727,11.027073084446409,PER_DIEM_wage_adj,121.59634080972245
0,CO,206.75,223.93,240.71,287031.0,1123.63,226.60716386034963,22.7,37.81972418734355,PER_DIEM,1430.3315376067392
0,CO,207.2946859903382,222.30917874396138,235.76811594202903,313279.0,1170.4479166666667,225.0038060344792,21.932367149758456,36.64898265228991,PER_DIEM_wage_adj,1343.1479294478468
0,CT,223.76,242.21,254.36,212667.0,2774.0,266.9000832287097,64.85,117.38432352961442,PER_DIEM,13779.079410505188
0,CT,190.09057830765656,205.78254263042376,223.08044713212388,208479.0,2541.689573025472,227.5205099951521,50.20515599597429,100.5262587568023,PER_DIEM_wage_adj,10105.528699639572
0,DC,270.73,315.11,429.44,68492.0,5669.12,422.0149088944695,37.09,256.36437103583904,PER_DIEM,65722.69073660135
0,DC,246.9127040454223,254.1316029605597,264.7571732738518,7379.0,766.1670856700831,262.44264155228956,41.99381164184877,56.57770829598234,PER_DIEM_wage_adj,3201.0370760252686
0,DE,536.0,727.92,768.88,3219.0,1324.07,758.4643771357564,182.49,277.84755180350885,PER_DIEM,77199.26204320355
0,DE,440.6796855186406,468.2610639248994,506.268081002893,181.0,720.0892414476947,455.80618423206124,269.6043444530644,84.42363879522199,PER_DIEM_wage_adj,7127.350787426111
0,FL,202.24,228.43,261.79,192886.0,916.8,225.39833295314327,0.0,123.40533854358766,PER_DIEM,15228.877581057483
0,FL,221.95451474893042,252.92488366939952,282.9843561973526,172266.0,981.1643835616438,232.562266700116,0.0,120.26712660903735,PER_DIEM_wage_adj,14464.18174279422
0,GA,165.57,182.22,200.24,1045621.0,678.09,185.6273315570364,16.42,35.52826246063348,PER_DIEM,1262.2574334716578
0,GA,198.23153312474494,213.05944769419128,233.79619739371927,16097.0,338.54610416380376,223.78383649794932,111.7126921507278,35.837221607143526,PER_DIEM_wage_adj,1284.3064525195148
0,HI,323.84,371.99,412.83,875.0,1751.93,390.7001828571428,203.71,100.59147852419076,PER_DIEM,10118.645551682732
0,HI,254.23143350604488,315.26927304129373,324.09326424870466,701.0,1375.3571989323284,317.5893942588597,221.83231276495525,94.1830770935168,PER_DIEM_wage_adj,8870.452010803328
0,IA,171.66,198.49,424.9,13461.0,2662.33,269.03746304137877,49.69,141.20495004715926,PER_DIEM,19938.83791782074
0,IA,198.2326494101394,226.66347534705602,508.49688846337955,13404.0,2823.85447602885,317.7328922063222,52.70470937632584,169.02715591554215,PER_DIEM_wage_adj,28570.179436897
0,ID,247.88,271.03,306.0,54020.0,4660.65,296.54151758607924,25.67,127.67827908722853,PER_DIEM,16301.742950676218
0,ID,285.10542338482355,336.20475814635245,396.79334916864605,51244.0,5254.989288533092,363.5185676988703,28.573018699910957,152.66469556035617,PER_DIEM_wage_adj,23306.509270536233
0,IL,137.45,161.19,196.95,324157.0,6599.18,220.28086522888594,45.56,201.78802057740216,PER_DIEM,40718.40524854608
0,IL,150.94672468540514,167.45594118283057,205.31640547510415,314691.0,3198.268258578036,230.3192597185917,43.19711766379066,207.26200977357192,PER_DIEM_wage_adj,42957.540695380216
0,IN,191.63,203.62,212.84,830013.0,639.18,205.93143886902976,2.09,30.68756223173854,PER_DIEM,941.7264757268256
0,IN,204.0615141955836,222.2200315457413,244.4006309148265,799742.0,630.1064668769716,226.59478120165204,2.1877944101329425,38.42277057374791,PER_DIEM_wage_adj,1476.3092985628682
0,KS,183.76,216.66,462.5,15057.0,750.0,309.20299661287106,40.18,144.01585731004536,PER_DIEM,20740.567156747347
0,KS,219.30019560542817,265.1515151515151,574.3356953055802,14948.0,810.4603414739572,372.61460712600297,46.72093023255814,173.23155003646133,PER_DIEM_wage_adj,30009.169928035008
0,KY,176.8,192.55,209.94,253213.0,3612.64,204.04697934150298,27.24,76.0042317842628,PER_DIEM,5776.643249115944
0,KY,219.3863789615644,231.2528788576693,247.875927174646,247816.0,4160.1105481345,248.64570083907128,28.604431376667016,90.96391594059352,PER_DIEM_wage_adj,8274.434003247365
0,LA,141.35,157.15,173.69,314334.0,2422.56,164.5359727550949,46.87,63.81815703432068,PER_DIEM,4072.757167257214
0,LA,179.55304688399954,202.54892486107755,226.5174343521309,292715.0,2901.2694610778444,212.0509594195905,53.99147563644741,82.85812620010917,PER_DIEM_wage_adj,6865.469077393218
0,MA,179.13,211.03,238.11,367079.0,6408.63,246.98098354850043,1.1,182.60593018165125,PER_DIEM,33344.92573750609
0,MA,158.16136539953453,187.37092205062595,217.5952804569716,380957.0,4971.784328937161,218.5025844290218,0.9356924123851651,159.62949220823893,PER_DIEM_wage_adj,25481.574782660216
0,MD,237.77,252.99,268.01,215454.0,1756.46,245.89935828529522,17.29,52.6378618226157,PER_DIEM,2770.7444972567832
0,MD,247.02423197809998,263.87368421052633,279.96842105263164,224383.0,1780.8577511913213,256.596238542372,15.842037749679312,55.40638900744619,PER_DIEM_wage_adj,3069.8679428444534
0,ME,206.4,234.305,267.48,52274.0,3705.65,284.0972892833913,3.59,270.74592232897845,PER_DIEM,73303.35445776924
0,ME,222.61166077126643,253.4798534798535,295.08448540706604,49643.0,3679.16004765687,306.326301887473,3.570363003480855,273.12435665716356,PER_DIEM_wage_adj,74596.91419938949
0,MI,181.235,206.33,224.49,319372.0,1059.6,208.08867176834542,30.83,54.462485824196015,PER_DIEM,2966.162362150752
0,MI,198.58212341197822,224.19506095654893,250.41377767837173,325370.0,1077.5862068965516,230.09255361116453,27.976406533575314,62.39965128373568,PER_DIEM_wage_adj,3893.716480331816
0,MO,148.58,156.2,163.55,551206.0,2543.93,149.24642117466064,0.0,46.65847784933877,PER_DIEM,2177.013555217237
0,MO,173.31381479071786,182.80221906850727,193.66731728475384,563550.0,3282.0668300864404,175.3937881770227,0.0,54.88818628866931,PER_DIEM_wage_adj,3012.7129940596656
0,MS,192.04,207.4,222.73,288300.0,1720.73,222.1784336455082,46.34,56.25403531457291,PER_DIEM,3164.516489173216
0,MS,249.40484151397618,266.7730844793713,292.0556372876822,287475.0,2112.880648330059,287.63700746254943,56.9007858546169,71.17662231465098,PER_DIEM_wage_adj,5066.111564122472
0,MT,181.53,197.77,203.55,52988.0,785.0,207.23994508190532,19.45,57.78868828418837,PER_DIEM,3339.5324936070897
0,MT,202.88332588287884,222.63075547608403,230.79809004092766,50241.0,1016.3127912998447,232.82782797598728,22.11232378353797,66.9728264857354,PER_DIEM_wage_adj,4485.35948748842
0,NC,174.63,181.65,188.99,752411.0,1255.0,184.7364014747259,17.43,25.198577708579037,PER_DIEM,634.9683185352964
0,NC,199.05340656772233,213.95241395241396,229.8088027717182,742540.0,689.0799435390735,217.70019863187946,17.802063119191093,33.45357862873701,PER_DIEM_wage_adj,1119.1419230690897
0,ND,236.37,283.45,340.61,44073.0,2011.34,330.9395856873823,129.76,180.07359862774283,PER_DIEM,32426.500922745425
0,ND,297.8452620967742,358.58369098712444,430.71961553054257,44157.0,2550.51990869896,417.33231382042476,163.50806451612902,226.8777428090672,PER_DIEM_wage_adj,51473.510182137245
0,NE,43.41,101.26,159.09,111961.0,1368.75,102.53991121908521,0.0,72.69196129828421,PER_DIEM,5284.12123739125
0,NE,47.168813654412375,111.58252015273654,174.87271955876113,112887.0,1408.7587484561548,113.00318257132436,0.0,81.46554116413712,PER_DIEM_wage_adj,6636.634397165721
0,NH,70.07,162.46,171.3,87223.0,1133.28,137.68012164222736,14.37,54.62472993632266,PER_DIEM,2983.861120616185
0,NH,70.8482188425028,157.8001505457283,170.87280790163274,93453.0,1066.3153933007152,136.26290177429084,14.482967143721023,55.284241926812605,PER_DIEM_wage_adj,3056.3474054223443
0,NJ,205.7,215.57,227.71,151769.0,1689.0,320.67691926546263,89.0,254.25973204696413,PER_DIEM,64648.01134059399
0,NJ,166.49226924878965,182.44294832560988,195.99545335315204,134606.0,1734.0857215318285,215.42278295817738,69.49867249726691,141.78137696916136,PER_DIEM_wage_adj,20101.95885527144
0,NM,288.7,326.72,376.56,9309.0,1598.7,346.1785046728972,112.45,106.7702775854565,PER_DIEM,11399.892175675435
0,NM,322.86455875412935,364.0868334119868,485.85134539038376,5252.0,1763.0127922364359,399.94796565677956,124.007498897221,112.71338799962705,PER_DIEM_wage_adj,12704.30783435447
0,NV,124.65,131.14,232.24,76526.0,2883.0,193.4125644878865,17.45,128.88212807456216,PER_DIEM,16610.602937027845
0,NV,104.55027317948301,111.15550844002284,220.58223925629946,80687.0,2350.9744760662156,185.1823174333703,13.888061923191428,127.03856124193213,PER_DIEM_wage_adj,16138.79604242014
0,NY,227.27,272.85,309.73,2602756.0,1840.41,287.83619802624617,8.97,110.7633934097105,PER_DIEM,12268.529319634301
0,NY,202.41293143838826,225.24079320113316,253.06887396532875,2586330.0,2166.7176830704025,245.30049545311087,16.773387474621273,93.24788784226905,PER_DIEM_wage_adj,8695.168587044387
0,OH,183.7,196.26,212.06,364320.0,1673.32,213.86227700922262,62.82,80.73005171487922,PER_DIEM,6517.341249887075
0,OH,211.06969809914276,226.93502298422166,247.5959746552367,360615.0,1757.1353565053028,244.871323770821,64.18718708490856,92.91627524363692,PER_DIEM_wage_adj,8633.434205151294
0,OK,142.95,147.08,151.69,665091.0,613.58,150.83528399873103,3.54,39.19554890244789,PER_DIEM,1536.2910537641837
0,OK,165.72088419663478,180.8777835318488,190.73019161056448,628495.0,851.1478682446883,182.51278235907446,4.267116682738669,42.33405381647807,PER_DIEM_wage_adj,1792.1721125364613
0,OR,301.7,312.94,375.53,47433.0,2128.05,342.621283072966,43.81,68.95321433824685,PER_DIEM,4754.545767576211
0,OR,259.5289434400398,282.305604940582,339.8988223586001,46720.0,1764.8449162381823,301.1220559519516,36.69179229480737,62.76509006581919,PER_DIEM_wage_adj,3939.4565309703944
0,PA,182.25,201.66,222.29,572269.0,1470.0,225.7320309504796,68.32,100.83657135032044,PER_DIEM,10168.014121688266
0,PA,190.66908935442495,213.64800585437249,240.46601111586148,573232.0,1560.343912535824,238.00268883132486,59.735944740753695,107.02029225816709,PER_DIEM_wage_adj,11453.3429550235
0,RI,197.95,233.85,274.34,42961.0,2511.3,314.39738809618035,19.74,267.21699454487685,PER_DIEM,71404.92217359676
0,RI,455.0119113065788,586.78955453149,588.3189195592939,750.0,2975.1214311100584,579.5872131301023,18.086860912589334,378.15996810333104,PER_DIEM_wage_adj,143004.96147591237
0,SC,130.03,152.0,179.43,153147.0,2379.82,178.3455704649781,0.61,94.07019813968103,PER_DIEM,8849.202178038848
0,SC,153.33610736825722,176.88411168766987,208.8320073792229,141518.0,2838.8643683645473,207.8816826626715,0.6664481590735278,111.36518568961789,PER_DIEM_wage_adj,12402.204583683073
0,SD,99.31,124.79,159.075,40843.0,733.48,153.77780966138627,19.34,104.80780230816396,PER_DIEM,10984.675424667179
